SKU,Stock Location,Stock available level at location,Stock level at location,Stock value at location,Category,ItemTitle,Purchase Price,Due Stock Value,Due,Is Variation Parent,Is Archived
L76C14D32R256S 7480,Default,0,0,0.00,Laptops Graded,Dell7480/i7-6/32gb/256gb/14,75.29854767,0,0,FALSE,FALSE
L76C14D32R256S 7480-B,Default,0,0,0.00,Laptops Graded,Dell7480/i7-6/32gb/256gb/14,75.29854767,0,0,FALSE,FALSE
L76C14D32R256S 7480-C,Default,0,0,0.00,Laptops Graded,Dell7480/i7-6/32gb/256gb/14,75.29854767,0,0,FALSE,FALSE
L76C14D32R256S 7480-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D32R256S 7480-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D32R256S 7480-UF,Default,0,0,0.00,Laptops Archive,Dell7480/i7-6/32gb/256gb/14,0,0,0,FALSE,FALSE
L76C14D32R256S 7480-Ungraded,Default,0,0,0.00,Laptops Ungraded,,75.29854767,0,0,FALSE,FALSE
L76C14D32R512S 7480,Default,1,1,80.00,Laptops Graded,Dell7480/i7-6/32gb/512gb/14,80,0,0,FALSE,FALSE
L76C14D32R512S 7480-B,Default,0,0,0.00,Laptops Graded,Dell7480/i7-6/32gb/512gb/14,95.8102143,0,0,FALSE,FALSE
L76C14D32R512S 7480-C,Default,0,0,0.00,Laptops Graded,Dell7480/i7-6/32gb/512gb/14,95.8102143,0,0,FALSE,FALSE
L76C14D32R512S 7480-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D32R512S 7480-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D32R512S 7480-UF,Default,0,0,0.00,Laptops Archive,Dell7480/i7-6/32gb/512gb/14,0,0,0,FALSE,FALSE
L76C14D32R512S 7480-Ungraded,Default,0,0,0.00,Laptops Ungraded,,95.8102143,0,0,FALSE,FALSE
L76C14D512G16G LATITUDE 7480,Default,0,0,0.00,Laptops,DELL LATITUDE 7480 CPU: i7-6600U Memory: 16GB HDD: 512GB,73.96521432,0,0,FALSE,FALSE
L76C14D512G16G Latitude E7470,Default,0,0,0.00,Laptops,"DELL Latitude E7470: CPU: i7-6600U, Mem: 16GB, HDD: 512GB, TS: No, Col: BLACK",40.03,0,0,FALSE,FALSE
L76C14D512G8G Latitude E7470,Default,0,0,0.00,Laptops,"DELL Latitude E7470: CPU: i7-6600U, Mem: 8GB, HDD: 512GB, TS: No, Col: BLACK",40.03,0,0,FALSE,FALSE
L76C14D512G8G T460P,Default,0,0,0.00,Lenovo Laptop Trade,"LENOVO T460P: CPU: i7-6820HQ, Mem: 8GB, HDD: 512GB, TS: No, Col: BLACK",40.03,0,0,FALSE,FALSE
L76C14D512G8G T470,Default,0,0,0.00,Lenovo Laptop Trade,"LENOVO T470: CPU: i7-6300U, Mem: 8GB, HDD: 512GB, TS: No, Col: BLACK",40.03,0,0,FALSE,FALSE
L76C14D8R256S 5400,Default,0,0,0.00,Laptops Graded,Dell/5400/i7-6/8/256/14,0,0,0,FALSE,FALSE
L76C14D8R256S 5400-B,Default,0,0,0.00,Laptops Graded,Dell/5400/i7-6/8/256/14,0,0,0,FALSE,FALSE
L76C14D8R256S 5400-C,Default,0,0,0.00,Laptops Graded,Dell/5400/i7-6/8/256/14,0,0,0,FALSE,FALSE
L76C14D8R256S 5400-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S 5400-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S 5400-UF,Default,0,0,0.00,Laptops Archive,Dell/5400/i7-6/8/256/14,0,0,0,FALSE,FALSE
L76C14D8R256S 5400-Ungraded,Default,0,0,0.00,Laptops Ungraded,,0,0,0,FALSE,FALSE
L76C14D8R256S 5470,Default,0,0,0.00,Laptops Graded,Dell/5470/i7-6/8/256/14,0,0,0,FALSE,FALSE
L76C14D8R256S 5470-B,Default,0,0,0.00,Laptops Graded,Dell/5470/i7-6/8/256/14,0,0,0,FALSE,FALSE
L76C14D8R256S 5470-C,Default,0,0,0.00,Laptops Graded,Dell/5470/i7-6/8/256/14,0,0,0,FALSE,FALSE
L76C14D8R256S 5470-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S 5470-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S 5470-UF,Default,0,0,0.00,Laptops Archive,Dell/5470/i7-6/8/256/14,0,0,0,FALSE,FALSE
L76C14D8R256S 5470-Ungraded,Default,0,0,0.00,Laptops Ungraded,,0,0,0,FALSE,FALSE
L76C14D8R256S 5480,Default,0,0,0.00,Laptops Graded,Dell5480/i7-6/8gb/256gb/14,76.08521432,0,0,FALSE,FALSE
L76C14D8R256S 5480-B,Default,0,0,0.00,Laptops Graded,Dell5480/i7-6/8gb/256gb/14,76.08521432,0,0,FALSE,FALSE
L76C14D8R256S 5480-C,Default,0,0,0.00,Laptops Graded,Dell5480/i7-6/8gb/256gb/14,76.08521432,0,0,FALSE,FALSE
L76C14D8R256S 5480-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S 5480-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S 5480-UF,Default,0,0,0.00,Laptops Archive,Dell5480/i7-6/8gb/256gb/14,0,0,0,FALSE,FALSE
L76C14D8R256S 5480-Ungraded,Default,0,0,0.00,Laptops Ungraded,,76.08521432,0,0,FALSE,FALSE
L76C14D8R256S 7480,Default,0,0,0.00,Laptops Graded,"Dell 7480 i7-6TH 8GB 256GB 14""",63.47,0,0,FALSE,FALSE
L76C14D8R256S 7480-B,Default,0,0,0.00,Laptops Graded,"Dell 7480 i7-6TH 8GB 256GB 14""",63.47,0,0,FALSE,FALSE
L76C14D8R256S 7480-C,Default,0,0,0.00,Laptops Graded,"Dell 7480 i7-6TH 8GB 256GB 14""",63.47,0,0,FALSE,FALSE
L76C14D8R256S 7480-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S 7480-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S 7480-UF,Default,0,0,0.00,Laptops Archive,"Dell 7480 i7-6TH 8GB 256GB 14""",73.85521432,0,0,FALSE,FALSE
L76C14D8R256S 7480-UF,Sharjah Warehouse1,1,1,65.00,Laptops Archive,"Dell 7480 i7-6TH 8GB 256GB 14""",73.85521432,0,0,FALSE,FALSE
L76C14D8R256S 7480-Ungraded,Default,0,0,0.00,Laptops Ungraded,,63.47,0,0,FALSE,FALSE
L76C14D8R256S 840g3,Default,0,0,0.00,Laptops Graded,"HP EliteBook 840 G3 - Core i7 6500U / 2,5 GHz 8GB 256GB SSD - Windows 10 Pro - (Renewed)",84.71,0,0,FALSE,FALSE
L76C14D8R256S 840g3-B,Default,0,0,0.00,Laptops Graded,"HP EliteBook 840 G3 - Core i7 6500U / 2,5 GHz 8GB 256GB SSD - Windows 10 Pro - (Renewed)",84.71,0,0,FALSE,FALSE
L76C14D8R256S 840g3-C,Default,0,0,0.00,Laptops Graded,"HP EliteBook 840 G3 - Core i7 6500U / 2,5 GHz 8GB 256GB SSD - Windows 10 Pro - (Renewed)",84.71,0,0,FALSE,FALSE
L76C14D8R256S 840g3-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S 840g3-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S 840g3-UF,Default,0,0,0.00,Laptops Archive,"HP EliteBook 840 G3 - Core i7 6500U / 2,5 GHz 8GB 256GB SSD - Windows 10 Pro - (Renewed)",0,0,0,FALSE,FALSE
L76C14D8R256S 840g3-Ungraded,Default,0,0,0.00,Laptops Ungraded,,84.71,0,0,FALSE,FALSE
L76C14D8R256S T460,Default,0,0,0.00,Laptops Graded,LenovoT460/i7-6/8gb/256gb/14,76.37021432,0,0,FALSE,FALSE
L76C14D8R256S T460-B,Default,0,0,0.00,Laptops Graded,LenovoT460/i7-6/8gb/256gb/14,76.37021432,0,0,FALSE,FALSE
L76C14D8R256S T460-C,Default,0,0,0.00,Laptops Graded,LenovoT460/i7-6/8gb/256gb/14,76.37021432,0,0,FALSE,FALSE
L76C14D8R256S T460-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S T460-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S T460s,Default,0,0,0.00,Laptops Graded,LenovoT460s/i7-6/8gb/256gb/14,77.51287133,0,0,FALSE,FALSE
L76C14D8R256S T460s-B,Default,0,0,0.00,Laptops Graded,LenovoT460s/i7-6/8gb/256gb/14,77.51287133,0,0,FALSE,FALSE
L76C14D8R256S T460s-C,Default,0,0,0.00,Laptops Graded,LenovoT460s/i7-6/8gb/256gb/14,77.51287133,0,0,FALSE,FALSE
L76C14D8R256S T460s-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S T460s-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S T460S-UF,Default,0,0,0.00,Laptops Archive,LenovoT460s/i7-6/8gb/256gb/14,77.51287135,0,0,FALSE,FALSE
L76C14D8R256S T460S-UF,Sharjah Warehouse1,2,2,130.00,Laptops Archive,LenovoT460s/i7-6/8gb/256gb/14,77.51287135,0,0,FALSE,FALSE
L76C14D8R256S T460s-Ungraded,Default,0,0,0.00,Laptops Ungraded,,77.51287133,0,0,FALSE,FALSE
L76C14D8R256S T460-UF,Default,0,0,0.00,Laptops Archive,LenovoT460/i7-6/8gb/256gb/14,76.37021432,0,0,FALSE,FALSE
L76C14D8R256S T460-UF,Sharjah Warehouse1,1,1,65.00,Laptops Archive,LenovoT460/i7-6/8gb/256gb/14,76.37021432,0,0,FALSE,FALSE
L76C14D8R256S T460-Ungraded,Default,0,0,0.00,Laptops Ungraded,,76.37021432,0,0,FALSE,FALSE
L76C14D8R256S T470s,Default,0,0,0.00,Laptops Graded,LenovoT470si7-6/8/256/14,64.8401,0,0,FALSE,FALSE
L76C14D8R256S T470s-B,Default,0,0,0.00,Laptops Graded,LenovoT470si7-6/8/256/14,64.8401,0,0,FALSE,FALSE
L76C14D8R256S T470s-C,Default,0,0,0.00,Laptops Graded,LenovoT470si7-6/8/256/14,64.8401,0,0,FALSE,FALSE
L76C14D8R256S T470s-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S T470s-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R256S T470s-UF,Default,0,0,0.00,Laptops Archive,LenovoT470si7-6/8/256/14,0,0,0,FALSE,FALSE
L76C14D8R256S T470s-Ungraded,Default,0,0,0.00,Laptops Ungraded,,64.8401,0,0,FALSE,FALSE
L76C14D8R256S10W 5400,Default,0,0,0.00,Listed Laptops,,0,0,0,FALSE,FALSE
L76C14D8R256S10W 5470,Default,0,0,0.00,Listed Laptops,,0,0,0,FALSE,FALSE
L76C14D8R256S10W 5480,Default,0,0,0.00,Listed Laptops,Dell5480/i7-6/8gb/256gb/14,76.08521432,0,0,TRUE,FALSE
L76C14D8R256S10W 7480,Default,0,0,0.00,Listed Laptops,"Dell Latitude 7480 14-Inch Laptop - (Intel Core i7-6600U 2.8 GHz, 8 GB RAM, 256 GB SSD, Windows 10 Pro",0,0,0,TRUE,FALSE
L76C14D8R256S10W T460,Default,0,0,0.00,Listed Laptops,LenovoT460/i7-6/8gb/256gb/14,76.37021432,0,0,TRUE,FALSE
L76C14D8R256S10W T470s,Default,0,0,0.00,Listed Laptops,,0,0,0,FALSE,FALSE
L76C14D8R256S11W T460s,Default,0,0,0.00,Listed Laptops,LenovoT460s/i7-6/8gb/256gb/14,0,0,0,TRUE,FALSE
L76C14D8R512S 5470,Default,0,0,0.00,Laptops Graded,Dell5470/i7-6/8gb/512gb/14,68.996256,0,0,FALSE,FALSE
L76C14D8R512S 5470-B,Default,0,0,0.00,Laptops Graded,Dell5470/i7-6/8gb/512gb/14,68.996256,0,0,FALSE,FALSE
L76C14D8R512S 5470-C,Default,0,0,0.00,Laptops Graded,Dell5470/i7-6/8gb/512gb/14,68.996256,0,0,FALSE,FALSE
L76C14D8R512S 5470-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R512S 5470-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R512S 5470-UF,Default,0,0,0.00,Laptops Archive,Dell5470/i7-6/8gb/512gb/14,0,0,0,FALSE,FALSE
L76C14D8R512S 5470-Ungraded,Default,0,0,0.00,Laptops Ungraded,,68.996256,0,0,FALSE,FALSE
L76C14D8R512S 840G3,Default,0,0,0.00,Laptops Graded,HP840G3/i7-6/8gb/512gb/14,85.48760716,0,0,FALSE,FALSE
L76C14D8R512S 840G3-B,Default,0,0,0.00,Laptops Graded,HP840G3/i7-6/8gb/512gb/14,85.48760716,0,0,FALSE,FALSE
L76C14D8R512S 840G3-C,Default,0,0,0.00,Laptops Graded,HP840G3/i7-6/8gb/512gb/14,85.48760716,0,0,FALSE,FALSE
L76C14D8R512S 840G3-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R512S 840G3-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C14D8R512S 840G3-UF,Default,0,0,0.00,Laptops Archive,HP840G3/i7-6/8gb/512gb/14,95.79521432,0,0,FALSE,FALSE
L76C14D8R512S 840G3-Ungraded,Default,0,0,0.00,Laptops Ungraded,,85.48760716,0,0,FALSE,FALSE
L76C14DDELL,Default,0,0,0.00,PC & Laptop,LAPTOP i7-6 CPU 14 inch DISPLAY DELL,0,0,0,FALSE,FALSE
L76C14DFB,Default,0,0,0.00,PC & Laptop,Laptop i7 6th Gen 14 inch Display Faulty Battery,0,0,0,FALSE,FALSE
L76C14DFD,Default,0,0,0.00,PC & Laptop,Laptop i7 6th Gen 14 inch Display Faulty Display,0,0,0,FALSE,FALSE
L76C14DFK,Default,0,0,0.00,PC & Laptop,Laptop i7 6th Gen 14 inch Display Faulty Keyboard,0,0,0,FALSE,FALSE
L76C14DFL,Default,0,0,0.00,PC & Laptop,Laptop i7 6th Gen 14 inch Display Faulty Bios Locked,0,0,0,FALSE,FALSE
L76C14DHP,Default,0,0,0.00,PC & Laptop,LAPTOP i7-6 CPU 14 inch DISPLAY HP,0,0,0,FALSE,FALSE
L76C14DLENO,Default,0,0,0.00,PC & Laptop,Laptop i7 6th CPU 14 Inch Display LENOVO,0,0,0,FALSE,FALSE
L76C15D,Default,0,0,0.00,PC & Laptop,Laptop i7 6th Gen 15 Inch Display,0,0,0,FALSE,FALSE
L76C15D128G16G P50,Default,0,0,0.00,Lenovo Laptop Trade,"LENOVO P50: CPU: I7-6820HQ, Mem: 16GB, HDD: 128GB, TS: No, Col: SILVER",40.03,0,0,FALSE,FALSE
L76C15D16R256S 7510,Default,0,0,0.00,Laptops Graded,Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD  7510,124.867328,0,0,FALSE,FALSE
L76C15D16R256S 7510,PIR,1,1,124.87,Laptops Graded,Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD  7510,124.867328,0,0,FALSE,FALSE
L76C15D16R256S 7510-B,Default,0,0,0.00,Laptops Graded,Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD  7510,67,0,0,FALSE,FALSE
L76C15D16R256S 7510-C,Default,0,0,0.00,Laptops Graded,Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD  7510,67,0,0,FALSE,FALSE
L76C15D16R256S 7510-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R256S 7510-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R256S 7510-UF,Default,0,0,0.00,Laptops Archive,Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD  7510,77.87453933,0,0,FALSE,FALSE
L76C15D16R256S 7510-UF,Sharjah Warehouse1,1,1,65.00,Laptops Archive,Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD  7510,77.87453933,0,0,FALSE,FALSE
L76C15D16R256S 7510-Ungraded,Default,0,0,0.00,Laptops Ungraded,,67,0,0,FALSE,FALSE
L76C15D16R256S 7520,Default,0,0,0.00,Default,L76C15D16R256S 7520,124.867328,0,0,FALSE,FALSE
L76C15D16R256S 7520,PIR,1,1,124.87,Default,L76C15D16R256S 7520,124.867328,0,0,FALSE,FALSE
L76C15D16R256S 850G3,Default,0,0,0.00,Default,L76C15D16R256S 850G3,93.650496,0,0,FALSE,FALSE
L76C15D16R256S P50,Default,0,0,0.00,Laptops Graded,LenovoP50/i7-6/16gb/256GB/15,145.67855,0,0,FALSE,FALSE
L76C15D16R256S P50,PIR,4,4,582.71,Laptops Graded,LenovoP50/i7-6/16gb/256GB/15,145.67855,0,0,FALSE,FALSE
L76C15D16R256S P50-B,Default,0,0,0.00,Laptops Graded,LenovoP50/i7-6/16gb/256GB/15,76.51,0,0,FALSE,FALSE
L76C15D16R256S P50-C,Default,0,0,0.00,Laptops Graded,LenovoP50/i7-6/16gb/256GB/15,76.51,0,0,FALSE,FALSE
L76C15D16R256S P50-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R256S P50-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R256S P50-UF,Default,0,0,0.00,Laptops Archive,LenovoP50/i7-6/16gb/256GB/15,0,0,0,FALSE,FALSE
L76C15D16R256S P50-Ungraded,Default,0,0,0.00,Laptops Ungraded,,76.51,0,0,FALSE,FALSE
L76C15D16R256S P51,Default,0,0,0.00,Laptops Graded,LenovoP51/i7-6/16gb/256gb/15,85.405,0,0,FALSE,FALSE
L76C15D16R256S P51-B,Default,0,0,0.00,Laptops Graded,LenovoP51/i7-6/16gb/256gb/15,85.405,0,0,FALSE,FALSE
L76C15D16R256S P51-C,Default,0,0,0.00,Laptops Graded,LenovoP51/i7-6/16gb/256gb/15,85.405,0,0,FALSE,FALSE
L76C15D16R256S P51-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R256S P51-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R256S P51-UF,Default,0,0,0.00,Laptops Archive,LenovoP51/i7-6/16gb/256gb/15,97.96021432,0,0,FALSE,FALSE
L76C15D16R256S P51-UF,Sharjah Warehouse1,1,1,65.00,Laptops Archive,LenovoP51/i7-6/16gb/256gb/15,97.96021432,0,0,FALSE,FALSE
L76C15D16R256S P51-Ungraded,Default,0,0,0.00,Laptops Ungraded,,85.405,0,0,FALSE,FALSE
L76C15D16R256S Zbook 15UG3,Default,0,0,0.00,Laptops Graded,Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD Z BOOK 15UG3,120.175,0,0,FALSE,FALSE
L76C15D16R256S Zbook 15UG3-B,Default,0,0,0.00,Laptops Graded,Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD Z BOOK 15UG3,120.175,0,0,FALSE,FALSE
L76C15D16R256S Zbook 15UG3-C,Default,0,0,0.00,Laptops Graded,Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD Z BOOK 15UG3,120.175,0,0,FALSE,FALSE
L76C15D16R256S Zbook 15UG3-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R256S Zbook 15UG3-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R256S Zbook 15UG3-UF,Default,0,0,0.00,Laptops Archive,Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD Z BOOK 15UG3,0,0,0,FALSE,FALSE
L76C15D16R256S Zbook 15UG3-Ungraded,Default,0,0,0.00,Laptops Ungraded,,120.175,0,0,FALSE,FALSE
L76C15D16R256S zbook studio g3,Default,0,0,0.00,Laptops Graded,HPzbook studio g3/i7-6/16gb/256gb/15,156.084161,0,0,FALSE,FALSE
L76C15D16R256S zbook studio g3-B,Default,0,0,0.00,Laptops Graded,HPzbook studio g3/i7-6/16gb/256gb/15,94.285,0,0,FALSE,FALSE
L76C15D16R256S zbook studio g3-C,Default,0,0,0.00,Laptops Graded,HPzbook studio g3/i7-6/16gb/256gb/15,94.285,0,0,FALSE,FALSE
L76C15D16R256S zbook studio g3-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R256S zbook studio g3-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R256S zbook studio g3-UF,Default,0,0,0.00,Laptops Archive,HPzbook studio g3/i7-6/16gb/256gb/15,94.28521432,0,0,FALSE,FALSE
L76C15D16R256S zbook studio g3-UF,Sharjah Warehouse1,1,1,65.00,Laptops Archive,HPzbook studio g3/i7-6/16gb/256gb/15,94.28521432,0,0,FALSE,FALSE
L76C15D16R256S zbook studio g3-Ungraded,Default,0,0,0.00,Laptops Ungraded,,94.285,0,0,FALSE,FALSE
L76C15D16R256S10W P50,Default,0,0,0.00,Listed Laptops,Lenovo P50 i7-6820HQ,63.953333,0,0,FALSE,FALSE
L76C15D16R512S 15-ce198wm,Default,0,0,0.00,Laptops Graded,,0,0,0,FALSE,FALSE
L76C15D16R512S 15-ce198wm-B,Default,0,0,0.00,Laptops Graded,,0,0,0,FALSE,FALSE
L76C15D16R512S 15-ce198wm-C,Default,0,0,0.00,Laptops Graded,,0,0,0,FALSE,FALSE
L76C15D16R512S 15-ce198wm-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S 15-ce198wm-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S 15-ce198wm-UF,Default,0,0,0.00,Laptops Archive,,0,0,0,FALSE,FALSE
L76C15D16R512S 5570,Default,0,0,0.00,Laptops Graded,Dell/5570/i7-6/16/512/15,104.265,0,0,FALSE,FALSE
L76C15D16R512S 5570-B,Default,0,0,0.00,Laptops Graded,Dell/5570/i7-6/16/512/15,104.265,0,0,FALSE,FALSE
L76C15D16R512S 5570-C,Default,0,0,0.00,Laptops Graded,Dell/5570/i7-6/16/512/15,104.265,0,0,FALSE,FALSE
L76C15D16R512S 5570-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S 5570-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S 5570-UF,Default,0,0,0.00,Laptops Archive,Dell/5570/i7-6/16/512/15,0,0,0,FALSE,FALSE
L76C15D16R512S 5570-Ungraded,Default,0,0,0.00,Laptops Ungraded,,104.265,0,0,FALSE,FALSE
L76C15D16R512S GL552V,Default,0,0,0.00,Laptops Graded,Asus ROG GL552V Laptop Intel Core i7 6700HQ 16GB RAM 512GB SSD Windows 10 Pro,70,0,0,FALSE,FALSE
L76C15D16R512S GL552V-B,Default,0,0,0.00,Laptops Graded,Asus ROG GL552V Laptop Intel Core i7 6700HQ 16GB RAM 512GB SSD Windows 10 Pro,70,0,0,FALSE,FALSE
L76C15D16R512S GL552V-C,Default,0,0,0.00,Laptops Graded,Asus ROG GL552V Laptop Intel Core i7 6700HQ 16GB RAM 512GB SSD Windows 10 Pro,70,0,0,FALSE,FALSE
L76C15D16R512S GL552V-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S GL552V-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S GL552V-UF,Default,0,0,0.00,Laptops Archive,Asus ROG GL552V Laptop Intel Core i7 6700HQ 16GB RAM 512GB SSD Windows 10 Pro,0,0,0,FALSE,FALSE
L76C15D16R512S GL552V-Ungraded,Default,0,0,0.00,Laptops Ungraded,,70,0,0,FALSE,FALSE
L76C15D16R512S P50,Default,0,0,0.00,Laptops Graded,LenovoP50/i7-6/16gb/512gb/15,85.5932,0,0,FALSE,FALSE
L76C15D16R512S P50-B,Default,0,0,0.00,Laptops Graded,LenovoP50/i7-6/16gb/512gb/15,85.5932,0,0,FALSE,FALSE
L76C15D16R512S P50-C,Default,0,0,0.00,Laptops Graded,LenovoP50/i7-6/16gb/512gb/15,85.5932,0,0,FALSE,FALSE
L76C15D16R512S P50-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S P50-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S P50-UF,Default,0,0,0.00,Laptops Archive,LenovoP50/i7-6/16gb/512gb/15,85.5932,0,0,FALSE,FALSE
L76C15D16R512S P50-Ungraded,Default,0,0,0.00,Laptops Ungraded,,85.5932,0,0,FALSE,FALSE
L76C15D16R512S PRECISION 5520,Default,0,0,0.00,Laptops Graded,DELL PRECISION 5520 i7-6820HQ CPU 512GB SSD 16GB RAM 15 INCH,13.45521432,0,0,FALSE,FALSE
L76C15D16R512S PRECISION 5520-B,Default,0,0,0.00,Laptops Graded,DELL PRECISION 5520 i7-6820HQ CPU 512GB SSD 16GB RAM 15 INCH,13.45521432,0,0,FALSE,FALSE
L76C15D16R512S PRECISION 5520-C,Default,0,0,0.00,Laptops Graded,DELL PRECISION 5520 i7-6820HQ CPU 512GB SSD 16GB RAM 15 INCH,13.45521432,0,0,FALSE,FALSE
L76C15D16R512S PRECISION 5520-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S PRECISION 5520-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S PRECISION 5520-UF,Default,0,0,0.00,Laptops Archive,DELL PRECISION 5520 i7-6820HQ CPU 512GB SSD 16GB RAM 15 INCH,0,0,0,FALSE,FALSE
L76C15D16R512S PRECISION 5520-Ungraded,Default,0,0,0.00,Laptops Ungraded,,13.45521432,0,0,FALSE,FALSE
L76C15D16R512S Precision3510,Default,0,0,0.00,Laptops Graded,DellPrecision3510/i7-6/16gb/512gb/15,99.974805,0,0,FALSE,FALSE
L76C15D16R512S Precision3510-B,Default,0,0,0.00,Laptops Graded,DellPrecision3510/i7-6/16gb/512gb/15,99.974805,0,0,FALSE,FALSE
L76C15D16R512S Precision3510-C,Default,0,0,0.00,Laptops Graded,DellPrecision3510/i7-6/16gb/512gb/15,99.974805,0,0,FALSE,FALSE
L76C15D16R512S Precision3510-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S Precision3510-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S Precision3510-UF,Default,0,0,0.00,Laptops Archive,DellPrecision3510/i7-6/16gb/512gb/15,0,0,0,FALSE,FALSE
L76C15D16R512S Precision3510-Ungraded,Default,0,0,0.00,Laptops Ungraded,,99.974805,0,0,FALSE,FALSE
L76C15D16R512S zbook 15 g3,Default,0,0,0.00,Laptops Graded,zbook 15,183.3580713,0,0,FALSE,FALSE
L76C15D16R512S zbook 15 g3-B,Default,0,0,0.00,Laptops Graded,zbook 15,183.3580713,0,0,FALSE,FALSE
L76C15D16R512S zbook 15 g3-C,Default,0,0,0.00,Laptops Graded,zbook 15,183.3580713,0,0,FALSE,FALSE
L76C15D16R512S zbook 15 g3-D,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S zbook 15 g3-E,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
L76C15D16R512S zbook 15 g3-UF,Default,0,0,0.00,Laptops Archive,zbook 15,0,0,0,FALSE,FALSE
L76C15D16R512S zbook 15 g3-Ungraded,Default,0,0,0.00,Laptops Ungraded,,183.3580713,0,0,FALSE,FALSE
L76C15D16R512S Zbook 15u G3,Default,0,0,0.00,Laptops Graded,HPZbook 15u G3i7-6/16/512/15,125.6385913,0,0,FALSE,FALSE
